label,x,y,z,buried
13 38,612978.6126582279,6651193.730379747,134.24962,0
13 39,612978.8075949367,6651198.758227848,134.16547,0
13 40,612979.0025316456,6651203.78607595,133.97919,0
13 41,612979.1974683545,6651208.813924051,133.48065,0
13 42,612979.3924050634,6651213.841772152,133.11942,0
13 43,612979.5873417722,6651218.869620253,132.78465,0
13 44,612979.782278481,6651223.897468355,131.72842,0
13 45,612979.97721519,6651228.925316456,130.8969,0
13 46,612980.1721518987,6651233.953164557,130.50005,0
13 47,612980.3670886076,6651238.981012658,129.87238,0
13 48,612980.5620253165,6651244.008860759,129.41586,0
13 49,612980.7569620253,6651249.036708861,128.71066,0
13 50,612980.9518987342,6651254.064556962,128.23615,0
13 51,612981.1468354431,6651259.092405064,128.1037,0
13 52,612981.341772152,6651264.120253165,126.99668,0
13 53,612981.5367088608,6651269.1481012665,126.56835,0
13 54,612981.7316455697,6651274.175949368,126.217186,0
13 55,612981.9265822786,6651279.203797469,126.02361,0
13 56,612982.1215189873,6651284.23164557,125.95354,0
13 57,612982.3164556962,6651289.259493671,126.655014,0
13 58,612982.5113924051,6651294.287341773,126.65012,0
13 59,612982.7063291139,6651299.315189874,126.533356,0
13 60,612982.9012658228,6651304.343037975,126.535934,0
13 61,612983.0962025317,6651309.370886076,126.59618,0
13 62,612983.2911392405,6651314.398734177,126.80911,0
13 63,612983.4860759494,6651319.426582279,126.86639,0
13 64,612983.6810126583,6651324.45443038,127.07228,0
13 65,612983.8759493672,6651329.482278481,126.97203,0
13 66,612984.070886076,6651334.510126582,126.3712,0
13 67,612984.2658227849,6651339.537974684,126.18002,0
13 68,612984.4607594938,6651344.565822785,125.69704,0
13 69,612984.6556962025,6651349.593670886,125.50764,0
13 70,612984.8506329114,6651354.621518987,125.46178,0
13 71,612985.0455696203,6651359.649367089,125.33308,0
13 72,612985.2405063291,6651364.677215191,125.13848,0
13 73,612985.435443038,6651369.705063292,124.98006,0
13 74,612985.6303797469,6651374.732911393,124.815025,0
13 75,612985.8253164558,6651379.760759494,124.660065,0
13 76,612986.0202531646,6651384.7886075955,124.61908,0
13 77,612986.2151898735,6651389.816455697,124.81272,0
13 78,612986.4101265824,6651394.844303798,125.885475,0
13 79,612986.6050632912,6651399.872151899,126.35261,0
13 80,612986.8,6651404.9,124.565475,0
